Code,Name,Address,Postcode,Postcode nospace,URL,JSON,Council,Constituency,Ward,lat-lng
RAX01,The Labour Ward,"Galsworthy Road, Kingston-upon-Thames, Surrey, KT2 7QB",KT2 7QB,KT27QB,http://uk-postcodes.com/postcode/KT27QB.json,"{""postcode"":""KT2 7QB"",""geo"":{""lat"":51.414285130625444,""lng"":-0.2830756012668131,""easting"":519495.0,""northing"":169761.0,""geohash"":""http://geohash.org/gcpu3x9vgv7t""},""administrative"":{""council"":{""title"":""Kingston upon Thames"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000021"",""code"":""E09000021""},""ward"":{""title"":""Coombe Hill"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000406"",""code"":""E05000406""},""constituency"":{""title"":""Richmond Park"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000896"",""code"":""E14000896""}}}",Kingston upon Thames,Richmond Park,Coombe Hill,"51.414285130625444,-0.2830756012668131"
RVV01,The Labour Ward,"Kennington Road, Willesborough, Ashford, Kent, TN24 0LZ",TN24 0LZ,TN240LZ,http://uk-postcodes.com/postcode/TN240LZ.json,"{""postcode"":""TN24 0LZ"",""geo"":{""lat"":51.14148778127958,""lng"":0.9162230199319166,""easting"":604090.0,""northing"":142068.0,""geohash"":""http://geohash.org/u10duy50v833""},""administrative"":{""council"":{""title"":""Ashford"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000105"",""code"":""E07000105""},""county"":{""title"":""Kent"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000016"",""code"":""E10000016""},""ward"":{""title"":""North Willesborough"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05004883"",""code"":""E05004883""},""constituency"":{""title"":""Ashford"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000536"",""code"":""E14000536""},""electoral_district"":{""title"":""Ashford East"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000042710"",""code"":""7000000000042710""}}}",Ashford,Ashford,North Willesborough,"51.14148778127958,0.9162230199319166"
RW603,The Labour Ward,"Rochdale Road, Oldham, Greater Manchester, OL1 2JH",OL1 2JH,OL12JH,http://uk-postcodes.com/postcode/OL12JH.json,"{""postcode"":""OL1 2JH"",""geo"":{""lat"":53.55289190060439,""lng"":-2.1222075986714626,""easting"":392000.0,""northing"":406258.0,""geohash"":""http://geohash.org/gcw2xtn8hyx7""},""administrative"":{""council"":{""title"":""Oldham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000004"",""code"":""E08000004""},""ward"":{""title"":""Coldhurst"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000723"",""code"":""E05000723""},""constituency"":{""title"":""Oldham West and Royton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000871"",""code"":""E14000871""}}}",Oldham,Oldham West and Royton,Coldhurst,"53.55289190060439,-2.1222075986714626"
7A5B1,The Labour Ward,"Ynysmaerdy, Llantrisant, East Glamorgan, CF72 8XR",CF72 8XR,CF728XR,http://uk-postcodes.com/postcode/CF728XR.json,"{""postcode"":""CF72 8XR"",""geo"":{""lat"":51.54763343254233,""lng"":-3.390907052162453,""easting"":303649.0,""northing"":184110.0,""geohash"":""http://geohash.org/gcjt4zfydpk6""},""administrative"":{""council"":{""title"":""Rhondda Cynon Taf"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W06000016"",""code"":""W06000016""},""constituency"":{""title"":""Pontypridd"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W07000075"",""code"":""W07000075""},""parish"":{""title"":""Llantrisant Commun"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W04000877"",""code"":""W04000877""}}}",Rhondda Cynon Taf,Pontypridd,,"51.54763343254233,-3.390907052162453"
RAE01,The Labour Ward,"Duckworth Lane, Bradford, West Yorkshire, BD9 6RJ",BD9 6RJ,BD96RJ,http://uk-postcodes.com/postcode/BD96RJ.json,"{""postcode"":""BD9 6RJ"",""geo"":{""lat"":53.80588495233733,""lng"":-1.7948643751379054,""easting"":413606.0,""northing"":434418.0,""geohash"":""http://geohash.org/gcwdp5j1bxuj""},""administrative"":{""council"":{""title"":""Bradford"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000032"",""code"":""E08000032""},""ward"":{""title"":""Toller"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001364"",""code"":""E05001364""},""constituency"":{""title"":""Bradford West"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000589"",""code"":""E14000589""}}}",Bradford,Bradford West,Toller,"53.80588495233733,-1.7948643751379054"
RCBCA,The Labour Ward,"Woodlands Drive, Scarborough, North Yorkshire, YO12 6QL",YO12 6QL,YO126QL,http://uk-postcodes.com/postcode/YO126QL.json,"{""postcode"":""YO12 6QL"",""geo"":{""lat"":54.28170800182839,""lng"":-0.43469191786571676,""easting"":502007.0,""northing"":488471.0,""geohash"":""http://geohash.org/gcxsy1emygy0""},""administrative"":{""council"":{""title"":""Scarborough"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000168"",""code"":""E07000168""},""county"":{""title"":""North Yorkshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000023"",""code"":""E10000023""},""ward"":{""title"":""Woodlands"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05006341"",""code"":""E05006341""},""constituency"":{""title"":""Scarborough and Whitby"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000913"",""code"":""E14000913""},""electoral_district"":{""title"":""Woodlands"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000043102"",""code"":""7000000000043102""}}}",Scarborough,Scarborough and Whitby,Woodlands,"54.28170800182839,-0.43469191786571676"
G108H,The Labour Ward,"16 Alexandra Parade, Glasgow, G31 2ER",G31 2ER,G312ER,http://uk-postcodes.com/postcode/G312ER.json,"{""postcode"":""G31 2ER"",""geo"":{""lat"":55.86524908975271,""lng"":-4.232231069669267,""easting"":260403.0,""northing"":665816.0,""geohash"":""http://geohash.org/gcuvz9yntv5z""},""administrative"":{""council"":{""title"":""Glasgow City"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S12000046"",""code"":""S12000046""},""ward"":{""title"":""Anderston/City"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S13002650"",""code"":""S13002650""},""constituency"":{""title"":""Glasgow Central"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S14000029"",""code"":""S14000029""}}}",Glasgow City,Glasgow Central,Anderston/City,"55.86524908975271,-4.232231069669267"
RTXBU,The Labour Ward,"Dalton Lane, Barrow-in-Furness, Cumbria, LA14 4LF",LA14 4LF,LA144LF,http://uk-postcodes.com/postcode/LA144LF.json,"{""postcode"":""LA14 4LF"",""geo"":{""lat"":54.136400696531055,""lng"":-3.2078692747229924,""easting"":321180.0,""northing"":471847.0,""geohash"":""http://geohash.org/gctezp0p7hx3""},""administrative"":{""council"":{""title"":""Barrow-in-Furness"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000027"",""code"":""E07000027""},""county"":{""title"":""Cumbria"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000006"",""code"":""E10000006""},""ward"":{""title"":""Hawcoat"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05003149"",""code"":""E05003149""},""constituency"":{""title"":""Barrow and Furness"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000543"",""code"":""E14000543""},""electoral_district"":{""title"":""Hawcoat"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000012975"",""code"":""7000000000012975""}}}",Barrow-in-Furness,Barrow and Furness,Hawcoat,"54.136400696531055,-3.2078692747229924"
zt002,The Labour Ward,"45 Bush Road, Antrim, County Antrim, BT41 2RL",BT41 2RL,BT412RL,http://uk-postcodes.com/postcode/BT412RL.json,"{""postcode"":""BT41 2RL"",""geo"":{""lat"":54.732972964277984,""lng"":-6.185872006531697,""easting"":316909.0,""northing"":388731.0,""geohash"":""http://geohash.org/gcex75zddtxt""},""administrative"":{""council"":{""title"":""Antrim"",""code"":""95T""},""ward"":{""title"":""Springfarm"",""code"":""95T 08""},""constituency"":{""title"":""South Antrim"",""code"":""N06000014""}}}",Antrim,South Antrim,Springfarm,"54.732972964277984,-6.185872006531697"
S308H,The Labour Ward,"Howden, Livingston, West Lothian, EH54 6PP",EH54 6PP,EH546PP,http://uk-postcodes.com/postcode/EH546PP.json,"{""postcode"":""EH54 6PP"",""geo"":{""lat"":55.89189417565446,""lng"":-3.523074164189132,""easting"":304843.0,""northing"":667577.0,""geohash"":""http://geohash.org/gcvmzyf9fkjx""},""administrative"":{""council"":{""title"":""West Lothian"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S12000040"",""code"":""S12000040""},""ward"":{""title"":""Livingston South"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S13002823"",""code"":""S13002823""},""constituency"":{""title"":""Livingston"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S14000044"",""code"":""S14000044""}}}",West Lothian,Livingston,Livingston South,"55.89189417565446,-3.523074164189132"
RW602,The Labour Ward,"Delaunays Road, Crumpsall, Manchester, M8 5RB",M8 5RB,M85RB,http://uk-postcodes.com/postcode/M85RB.json,"{""postcode"":""M8 5RB"",""geo"":{""lat"":53.5178862266988,""lng"":-2.229471755176318,""easting"":384881.0,""northing"":402381.0,""geohash"":""http://geohash.org/gcw2mq8s3916""},""administrative"":{""council"":{""title"":""Manchester"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000003"",""code"":""E08000003""},""ward"":{""title"":""Crumpsall"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000698"",""code"":""E05000698""},""constituency"":{""title"":""Blackley and Broughton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000571"",""code"":""E14000571""}}}",Manchester,Blackley and Broughton,Crumpsall,"53.5178862266988,-2.229471755176318"
RHM12,The Labour Ward,"Coxford Road, Southampton, Hampshire, SO16 5YA",SO16 5YA,SO165YA,http://uk-postcodes.com/postcode/SO165YA.json,"{""postcode"":""SO16 5YA"",""geo"":{""lat"":50.9352598184895,""lng"":-1.4348493445506068,""easting"":439808.0,""northing"":115242.0,""geohash"":""http://geohash.org/gcncz27pmsdg""},""administrative"":{""council"":{""title"":""City of Southampton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000045"",""code"":""E06000045""},""ward"":{""title"":""Coxford"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05002460"",""code"":""E05002460""},""constituency"":{""title"":""Southampton, Test"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000956"",""code"":""E14000956""}}}",City of Southampton,"Southampton, Test",Coxford,"50.9352598184895,-1.4348493445506068"
RKB01,The Labour Ward,"Clifford Bridge Road, Coventry, Warwickshire, CV2 2DX",CV2 2DX,CV22DX,http://uk-postcodes.com/postcode/CV22DX.json,"{""postcode"":""CV2 2DX"",""geo"":{""lat"":52.421426193977005,""lng"":-1.4434884844077378,""easting"":437942.0,""northing"":280527.0,""geohash"":""http://geohash.org/gcqfpphbuq0g""},""administrative"":{""council"":{""title"":""Coventry"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000026"",""code"":""E08000026""},""ward"":{""title"":""Henley"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001223"",""code"":""E05001223""},""constituency"":{""title"":""Coventry North East"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000649"",""code"":""E14000649""}}}",Coventry,Coventry North East,Henley,"52.421426193977005,-1.4434884844077378"
N161H,The Labour Ward,"Cornhill Road, Aberdeen, AB25 2ZL",AB25 2ZL,AB252ZL,http://uk-postcodes.com/postcode/AB252ZL.json,"{""postcode"":""AB25 2ZL"",""geo"":{""lat"":57.155263481105756,""lng"":-2.132057077733782,""easting"":392109.0,""northing"":807162.0,""geohash"":""http://geohash.org/gfnmpkz3x3r5""},""administrative"":{""council"":{""title"":""Aberdeen City"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S12000033"",""code"":""S12000033""},""ward"":{""title"":""Midstocket/Rosemount"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S13002482"",""code"":""S13002482""},""constituency"":{""title"":""Aberdeen North"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/S14000001"",""code"":""S14000001""}}}",Aberdeen City,Aberdeen North,Midstocket/Rosemount,"57.155263481105756,-2.132057077733782"
RHQHH,The Labour Ward,"Tree Root Walk, Sheffield, South Yorkshire, S10 2SF",S10 2SF,S102SF,http://uk-postcodes.com/postcode/S102SF.json,"{""postcode"":""S10 2SF"",""geo"":{""lat"":53.379055566893605,""lng"":-1.4947511839166812,""easting"":433707.0,""northing"":387030.0,""geohash"":""http://geohash.org/gcqztvre9c0t""},""administrative"":{""council"":{""title"":""Sheffield"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000019"",""code"":""E08000019""},""ward"":{""title"":""Broomhill"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001043"",""code"":""E05001043""},""constituency"":{""title"":""Sheffield Central"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000919"",""code"":""E14000919""}}}",Sheffield,Sheffield Central,Broomhill,"53.379055566893605,-1.4947511839166812"
7A3C4,The Labour Ward,"Sketty, Swansea, SA2 8QA",SA2 8QA,SA28QA,http://uk-postcodes.com/postcode/SA28QA.json,"{""postcode"":""SA2 8QA"",""geo"":{""lat"":51.60922238986645,""lng"":-3.985249251480094,""easting"":262626.0,""northing"":191910.0,""geohash"":""http://geohash.org/gcjjt74j8bqg""},""administrative"":{""council"":{""title"":""Swansea"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W06000011"",""code"":""W06000011""},""constituency"":{""title"":""Swansea West"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W07000047"",""code"":""W07000047""},""parish"":{""title"":""Sketty Commun"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W04000595"",""code"":""W04000595""}}}",Swansea,Swansea West,,"51.60922238986645,-3.985249251480094"
RJ224,The Labour Ward,"High Street, Lewisham, London, SE13 6LH",SE13 6LH,SE136LH,http://uk-postcodes.com/postcode/SE136LH.json,"{""postcode"":""SE13 6LH"",""geo"":{""lat"":51.454329523832854,""lng"":-0.017036437986521755,""easting"":537874.0,""northing"":174681.0,""geohash"":""http://geohash.org/gcpuxwgx5n0x""},""administrative"":{""council"":{""title"":""Lewisham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000023"",""code"":""E09000023""},""ward"":{""title"":""Lewisham Central"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000448"",""code"":""E05000448""},""constituency"":{""title"":""Lewisham, Deptford"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000789"",""code"":""E14000789""}}}",Lewisham,"Lewisham, Deptford",Lewisham Central,"51.454329523832854,-0.017036437986521755"
RWDLA,The Labour Ward,"Sibsey Road, Boston, Lincolnshire, PE21 9QS",PE21 9QS,PE219QS,http://uk-postcodes.com/postcode/PE219QS.json,"{""postcode"":""PE21 9QS"",""geo"":{""lat"":52.99102329935265,""lng"":-0.009778737412658464,""easting"":533685.0,""northing"":345596.0,""geohash"":""http://geohash.org/gcrvry8zh4sq""},""administrative"":{""council"":{""title"":""Boston"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000136"",""code"":""E07000136""},""county"":{""title"":""Lincolnshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000019"",""code"":""E10000019""},""ward"":{""title"":""North"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05005548"",""code"":""E05005548""},""constituency"":{""title"":""Boston and Skegness"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000582"",""code"":""E14000582""},""parish"":{""title"":""Fishtoft"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04005575"",""code"":""E04005575""},""electoral_district"":{""title"":""Boston Fishtoft"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000041737"",""code"":""7000000000041737""}}}",Boston,Boston and Skegness,North,"52.99102329935265,-0.009778737412658464"
7A5B3,The Labour Ward,"Merthyr Tydfil, North Glamorgan, CF47 9DT",CF47 9DT,CF479DT,http://uk-postcodes.com/postcode/CF479DT.json,"{""postcode"":""CF47 9DT"",""geo"":{""lat"":51.76395993922319,""lng"":-3.3854907374597696,""easting"":304481.0,""northing"":208161.0,""geohash"":""http://geohash.org/gcjw6zqfbme0""},""administrative"":{""council"":{""title"":""Merthyr Tydfil"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W06000024"",""code"":""W06000024""},""constituency"":{""title"":""Merthyr Tydfil and Rhymney"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W07000071"",""code"":""W07000071""},""parish"":{""title"":""Gurnos Commun"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W04000716"",""code"":""W04000716""}}}",Merthyr Tydfil,Merthyr Tydfil and Rhymney,,"51.76395993922319,-3.3854907374597696"
RXPDA,The Labour Ward,"Hollyhurst Road, Darlington, County Durham, DL3 6HX",DL3 6HX,DL36HX,http://uk-postcodes.com/postcode/DL36HX.json,"{""postcode"":""DL3 6HX"",""geo"":{""lat"":54.531755321745116,""lng"":-1.5646608069609302,""easting"":428269.0,""northing"":515251.0,""geohash"":""http://geohash.org/gcwyhrhwkzbr""},""administrative"":{""council"":{""title"":""Darlington"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000005"",""code"":""E06000005""},""ward"":{""title"":""Northgate"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001572"",""code"":""E05001572""},""constituency"":{""title"":""Darlington"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000658"",""code"":""E14000658""}}}",Darlington,Darlington,Northgate,"54.531755321745116,-1.5646608069609302"
RJ231,The Labour Ward,"Stadium Road, Woolwich, London, SE18 4QH",SE18 4QH,SE184QH,http://uk-postcodes.com/postcode/SE184QH.json,"{""postcode"":""SE18 4QH"",""geo"":{""lat"":51.47857654556737,""lng"":0.0487061586294441,""easting"":542366.0,""northing"":177503.0,""geohash"":""http://geohash.org/u10hc57kqyjy""},""administrative"":{""council"":{""title"":""Greenwich"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000011"",""code"":""E09000011""},""ward"":{""title"":""Woolwich Common"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000229"",""code"":""E05000229""},""constituency"":{""title"":""Greenwich and Woolwich"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000718"",""code"":""E14000718""}}}",Greenwich,Greenwich and Woolwich,Woolwich Common,"51.47857654556737,0.0487061586294441"
RA430,The Labour Ward,"Higher Kingston, Yeovil, Somerset, BA21 4AT",BA21 4AT,BA214AT,http://uk-postcodes.com/postcode/BA214AT.json,"{""postcode"":""BA21 4AT"",""geo"":{""lat"":50.94530141335353,""lng"":-2.633893288136329,""easting"":355562.0,""northing"":116398.0,""geohash"":""http://geohash.org/gcn1u461cudb""},""administrative"":{""council"":{""title"":""South Somerset"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000189"",""code"":""E07000189""},""county"":{""title"":""Somerset"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000027"",""code"":""E10000027""},""ward"":{""title"":""Yeovil Central"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05006853"",""code"":""E05006853""},""constituency"":{""title"":""Yeovil"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001060"",""code"":""E14001060""},""parish"":{""title"":""Yeovil"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E04008773"",""code"":""E04008773""},""electoral_district"":{""title"":""Yeovil South"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000010231"",""code"":""7000000000010231""}}}",South Somerset,Yeovil,Yeovil Central,"50.94530141335353,-2.633893288136329"
RTK01,The Labour Ward,"Guildford Road, Chertsey, Surrey, KT16 0PZ",KT16 0PZ,KT160PZ,http://uk-postcodes.com/postcode/KT160PZ.json,"{""postcode"":""KT16 0PZ"",""geo"":{""lat"":51.37709240551443,""lng"":-0.5268255131994561,""easting"":502628.0,""northing"":165256.0,""geohash"":""http://geohash.org/gcpsk0bmk04m""},""administrative"":{""council"":{""title"":""Runnymede"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000212"",""code"":""E07000212""},""county"":{""title"":""Surrey"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000030"",""code"":""E10000030""},""ward"":{""title"":""Foxhills"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05007357"",""code"":""E05007357""},""constituency"":{""title"":""Runnymede and Weybridge"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000907"",""code"":""E14000907""},""electoral_district"":{""title"":""Foxhills, Thorpe and Virginia Water"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000042822"",""code"":""7000000000042822""}}}",Runnymede,Runnymede and Weybridge,Foxhills,"51.37709240551443,-0.5268255131994561"
RFRPA,The Labour Ward,"Moorgate Road, Rotherham, South Yorkshire, S60 2UD",S60 2UD,S602UD,http://uk-postcodes.com/postcode/S602UD.json,"{""postcode"":""S60 2UD"",""geo"":{""lat"":53.41441329286687,""lng"":-1.3425578526092576,""easting"":443795.0,""northing"":391046.0,""geohash"":""http://geohash.org/gcrpc7y3s0k6""},""administrative"":{""council"":{""title"":""Rotherham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E08000018"",""code"":""E08000018""},""ward"":{""title"":""Boston Castle"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001019"",""code"":""E05001019""},""constituency"":{""title"":""Rotherham"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000904"",""code"":""E14000904""}}}",Rotherham,Rotherham,Boston Castle,"53.41441329286687,-1.3425578526092576"
RVV09,The Labour Ward,"St Peters Road, Margate, Kent, CT9 4AN",CT9 4AN,CT94AN,http://uk-postcodes.com/postcode/CT94AN.json,"{""postcode"":""CT9 4AN"",""geo"":{""lat"":51.378050457059956,""lng"":1.3893987045953744,""easting"":635967.0,""northing"":169786.0,""geohash"":""http://geohash.org/u10ur95dz6fb""},""administrative"":{""council"":{""title"":""Thanet"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E07000114"",""code"":""E07000114""},""county"":{""title"":""Kent"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E10000016"",""code"":""E10000016""},""ward"":{""title"":""Salmestone"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05005098"",""code"":""E05005098""},""constituency"":{""title"":""North Thanet"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000852"",""code"":""E14000852""},""electoral_district"":{""title"":""Margate and Cliftonville"",""uri"":""http://data.ordnancesurvey.co.uk/id/7000000000017924"",""code"":""7000000000017924""}}}",Thanet,North Thanet,Salmestone,"51.378050457059956,1.3893987045953744"
RCB55,The Labour Ward,"Wigginton Road, York, North Yorkshire, YO31 8HE",YO31 8HE,YO318HE,http://uk-postcodes.com/postcode/YO318HE.json,"{""postcode"":""YO31 8HE"",""geo"":{""lat"":53.97054896759337,""lng"":-1.0836249014909394,""easting"":460208.0,""northing"":453108.0,""geohash"":""http://geohash.org/gcx5p34cjxw8""},""administrative"":{""council"":{""title"":""York"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000014"",""code"":""E06000014""},""ward"":{""title"":""Clifton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001747"",""code"":""E05001747""},""constituency"":{""title"":""York Central"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14001061"",""code"":""E14001061""}}}",York,York Central,Clifton,"53.97054896759337,-1.0836249014909394"
RYJ01,The Labour Ward,"Praed Street, London, W2 1NY",W2 1NY,W21NY,http://uk-postcodes.com/postcode/W21NY.json,"{""postcode"":""W2 1NY"",""geo"":{""lat"":51.51712360829639,""lng"":-0.17419749515392277,""easting"":526781.0,""northing"":181380.0,""geohash"":""http://geohash.org/gcpvh43huzuu""},""administrative"":{""council"":{""title"":""City of Westminster"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000033"",""code"":""E09000033""},""ward"":{""title"":""Hyde Park"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000636"",""code"":""E05000636""},""constituency"":{""title"":""Cities of London and Westminster"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000639"",""code"":""E14000639""}}}",City of Westminster,Cities of London and Westminster,Hyde Park,"51.51712360829639,-0.17419749515392277"
RWA01,The Labour Ward,"Anlaby Road, Hull, East Yorkshire, HU3 2JZ",HU3 2JZ,HU32JZ,http://uk-postcodes.com/postcode/HU32JZ.json,"{""postcode"":""HU3 2JZ"",""geo"":{""lat"":53.744412444656234,""lng"":-0.3582561055926922,""easting"":508369.0,""northing"":428810.0,""geohash"":""http://geohash.org/gcx9xzg5uh8u""},""administrative"":{""council"":{""title"":""City of Kingston upon Hull"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E06000010"",""code"":""E06000010""},""ward"":{""title"":""Myton"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05001677"",""code"":""E05001677""},""constituency"":{""title"":""Kingston upon Hull West and Hessle"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000773"",""code"":""E14000773""}}}",City of Kingston upon Hull,Kingston upon Hull West and Hessle,Myton,"53.744412444656234,-0.3582561055926922"
7A6AM,The Labour Ward,"Brecon Road, Abergavenny, Monmouthshire, NP7 7EG",NP7 7EG,NP77EG,http://uk-postcodes.com/postcode/NP77EG.json,"{""postcode"":""NP7 7EG"",""geo"":{""lat"":51.824627814366146,""lng"":-3.033998437702937,""easting"":328833.0,""northing"":214506.0,""geohash"":""http://geohash.org/gcjyffqsqdyf""},""administrative"":{""council"":{""title"":""Monmouthshire"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W06000021"",""code"":""W06000021""},""constituency"":{""title"":""Monmouth"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W07000054"",""code"":""W07000054""},""parish"":{""title"":""Abergavenny Commun"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/W04000775"",""code"":""W04000775""}}}",Monmouthshire,Monmouth,,"51.824627814366146,-3.033998437702937"
RF4QH,The Labour Ward,"Rom Valley Way, Romford, Essex, RM7 0AG",RM7 0AG,RM70AG,http://uk-postcodes.com/postcode/RM70AG.json,"{""postcode"":""RM7 0AG"",""geo"":{""lat"":51.56862142014125,""lng"":0.17892839455882475,""easting"":551110.0,""northing"":187777.0,""geohash"":""http://geohash.org/u10jk5f2crf9""},""administrative"":{""council"":{""title"":""Havering"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E09000016"",""code"":""E09000016""},""ward"":{""title"":""Brooklands"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E05000306"",""code"":""E05000306""},""constituency"":{""title"":""Romford"",""uri"":""http://statistics.data.gov.uk/id/statistical-geography/E14000900"",""code"":""E14000900""}}}",Havering,Romford,Brooklands,"51.56862142014125,0.17892839455882475"
